token_address,approval_block,attack_block,usd_loss,attack_hash,approval_hash,malicious_contract
0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,20331565,20331663,-108220.3615805003,0x9688cb13d089ec7e6337a8c4703d657220e045a3acb91866619cfeee2f25e537,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x163f8C2467924be0ae7B5347228CABF260318753,20331565,20331664,-160651.1992154693,0xa1ad7b4da6f9eb81ba056bb3117df5e3c2c9b76c17f1e8600174ed12be70ec8d,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x18aAA7115705e8be94bfFEBDE57Af9BFc265B998,20331565,20331665,-87948.37228773718,0x6705a98e88a35afab18b5217c2906cc045610f4af9946df7eb55133862bcd4a7,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xEA26c4aC16D4a5A106820BC8AEE85fd0b7b2b664,20331565,20331666,-89438.96093074468,0x4c091833e7c76c4d10acc6220cb60359da5e1b8b1a981258f96671ad0ae782f6,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x5283D291DBCF85356A21bA090E6db59121208b44,20331565,20331667,-83541.2858699488,0xe69825bcc8100ad16ae50350a5d02cb1f536d5938d5257e9de64c5b5caf976d4,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x430EF9263E76DAE63c84292C3409D61c598E9682,20331565,20331668,-87371.481496246,0xb0a3ecd5e7f7b6f7df93a3882bba269dc8a9d657293ee1e08ed7909f626e3481,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,20331565,20331669,-89747.63173571885,0x7e82fddc7fbe981e538602e649a0dee1e737970b6b77f76a460b445c043b3d92,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xBA11D00c5f74255f56a5E366F4F77f5A186d7f55,20331565,20331670,-86345.9587670588,0xa46d5e4b81068f5cfe1c07724b71a76f305fc2b9baff0622b9d71ea72de151f1,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xa62cc35625B0C8dc1fAEA39d33625Bb4C15bD71C,20331565,20331671,-72666.32559732003,0x5bc0ff301da6b77661167280dd0c40752b57e972bbf85e246573403315000404,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xe53EC727dbDEB9E2d5456c3be40cFF031AB40A55,20331565,20331672,-88184.7642872168,0xba7905537e25663a7ddcaa33ff0661de9f44a92827c6f2bc065cc5335a49cefd,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,20331565,20331673,-71101.998826074,0x038b36d41f10b9da75b3337c8648ee15ced0f1ebef3d997de8ffedaf02add0e6,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x05D3606d5c81EB9b7B18530995eC9B29da05FaBa,20331565,20331674,-94501.79950639636,0x9076e02191bcffc645c2638725af66ab9bc59c42ae9f324fef4ea8a31ffa0021,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x7DD9c5Cba05E151C895FDe1CF355C9A1D5DA6429,20331565,20331675,-73619.20045165939,0x235b96e2f9cd386ddae42b7a7c65f826948cf1997a1e87ed8758066f85f1fac1,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x4CC19356f2D37338b9802aa8E8fc58B0373296E7,20331565,20331676,-78219.77153086779,0x14dbf5986c7e1053da3a44c0dcdbfe776aa4fc67c0f111adf85844db71df74d1,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x0FD10b9899882a6f2fcb5c371E17e70FdEe00C38,20331565,20331677,-69944.19236923648,0x25ec4c9296bb42193f7c2a98e808512df04dee8eaeb64053110c2e6ec308797d,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xde4EE8057785A7e8e800Db58F9784845A5C2Cbd6,20331565,20331678,-66159.3568492032,0x7d192116650eed0028fe9e2d099c51d339a299ded1713d7812e3a27163086c99,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,20331565,20331679,-67940.49005275362,0x61d0a345dd322149b4349ba23f5473923e5fcbf1689817877873532b07c2d83c,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x43Dfc4159D86F3A37A5A4B3D4580b888ad7d4DDd,20331565,20331680,-65039.35167007735,0x9399e67031dae03fb1128647274e04ac100232c7e264c3850043c8a7ac4c12f7,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xDe7D85157d9714EADf595045CC12Ca4A5f3E2aDb,20331565,20331681,-59392.75809923387,0xb53315a33e1c13acada1703e6b3abb92429a9517cccfbc1a5a539b38da689337,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x80C62FE4487E1351b47Ba49809EBD60ED085bf52,20331565,20331682,-62166.50720831822,0xfcd3a3e7a28e69eda1e985d0021720045db78620e240f8c29afb8d8556f09432,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x88dF592F8eb5D7Bd38bFeF7dEb0fBc02cf3778a0,20331565,20331683,-60354.0543390066,0xf346635368f876f336f7e49d2bbbbcabcd2f401c564702fe26118b64bdb82bbb,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xA9B1Eb5908CfC3cdf91F9B8B3a74108598009096,20331565,20331684,-59882.1643652673,0x5b9212896a1f922b32a70eaae73efa8aef9eb1d6bd3bc2661df8ba8b005de003,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0xADE00C28244d5CE17D72E40330B1c318cD12B7c3,20331565,20331685,-61233.349312201004,0x1d1ce81953b956e5f7bd245537cac98dc47b17f455b0c21e40be048518f1d296,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,20331565,20331686,-64987.11631392674,0x65b4196bb95ebb135d1b2f7cbce66f1679fac2d66fa0aab9c1ca6220b0956241,0x48164d3adbab78c2cb9876f6e17f88e321097fcd14cadd57556866e4ef3e185d,0x27fd43babfbe83a81d14665b1a6fb8030a60c9b4
